Age,Male_PDF,Female_PDF
0.0,0.011394765489390099,0.011389426821108654
0.20040080160320642,0.011417242055308627,0.011404452801916874
0.40080160320641284,0.011440009247553283,0.011419766233355685
0.6012024048096193,0.011463060026948564,0.011435361257159271
0.8016032064128257,0.011486387387953979,0.011451232040698532
1.0020040080160322,0.011509984358664049,0.011467372776981071
1.2024048096192386,0.0115338440008083,0.011483777684651213
1.402805611222445,0.011557959409751267,0.01150044100798999
1.6032064128256514,0.011582323714492502,0.011517357016915147
1.8036072144288577,0.011606930077666553,0.011534520006981144
2.0040080160320644,0.01163177169554299,0.011551924299379148
2.2044088176352705,0.011656841798026386,0.011569564240937044
2.404809619238477,0.01168213364865632,0.011587434204119429
2.6052104208416833,0.011707640544607385,0.011605528587027604
2.80561122244489,0.011733355816689184,0.011623841813399595
3.006012024048096,0.011759272829346327,0.01164236833261013
3.2064128256513027,0.01178538498065843,0.011661102619670655
3.4068136272545093,0.011811685702340126,0.011680039175229326
3.6072144288577155,0.011838168459741049,0.011699172525571011
3.807615230460922,0.011864826751845848,0.011718497222617292
4.008016032064129,0.011891654111274179,0.011738007843926463
4.208416833667335,0.011918644104280705,0.01175769899269353
4.408817635270541,0.0119457903307551,0.01177756529775021
4.609218436873747,0.01197308642422205,0.011797601413564935
4.809619238476954,0.012000526051841248,0.011817802020242846
5.01002004008016,0.012028102914407392,0.0118381618235258
5.210420841683367,0.012055810746350195,0.011858675554792362
5.410821643286574,0.012083643315734376,0.011879337971057816
5.61122244488978,0.012111594424259665,0.01190014385497415
5.811623246492986,0.012139657907260803,0.011921088014830071
6.012024048096192,0.012167827633707532,0.011942165284550995
6.212424849699399,0.012196097506204612,0.01196337052369905
6.412825651302605,0.012224461460991808,0.01198469861747308
6.613226452905812,0.012252913467943896,0.012006144476708638
6.813627254509019,0.012281447530570658,0.012027703037877988
7.014028056112225,0.012310057686016888,0.012049369263090111
7.214428857715431,0.012338738005062392,0.012071138140090695
7.414829659318637,0.012367482592121976,0.012093004682262144
7.615230460921844,0.012396285585245463,0.012114963928623577
7.81563126252505,0.012425141156117684,0.012137010943830816
8.016032064128257,0.012454043510058476,0.012159140818176406
8.216432865731463,0.012482986886022687,0.012181348667589598
8.41683366733467,0.012511965556600177,0.012203629633636354
8.617234468937877,0.01254097382801581,0.012225978883519355
8.817635270541082,0.012570006040129466,0.012248391610077987
9.01803607214429,0.012599056566436024,0.012270863031788353
9.218436873747494,0.01262811981406538,0.012293388392763269
9.418837675350701,0.012657190223782437,0.012315962962752258
9.619238476953909,0.01268626226998711,0.012338582037141561
9.819639278557114,0.012715330460714316,0.012361240936954128
10.02004008016032,0.012744389337633987,0.012383935008849623
10.220440881763528,0.012773433476051066,0.012406659625124421
10.420841683366733,0.012802457484905497,0.01242941018371161
10.62124248496994,0.012831456006772242,0.012452182108180991
10.821643286573147,0.012860423717861266,0.012474970847739075
11.022044088176353,0.012889355328017545,0.012497771877229091
11.22244488977956,0.012918245580721067,0.012520580697130971
11.422845691382767,0.012947089253086826,0.012543392833561368
11.623246492985972,0.012975881155864823,0.012566203838273643
11.823647294589179,0.013004616133440073,0.01258900928865787
12.024048096192384,0.013033289063832599,0.012611804787740835
12.224448897795591,0.01306189485869743,0.01263458596418604
12.424849699398798,0.013090428463324609,0.012657348472293693
12.625250501002004,0.013118884856639186,0.012680087992000719
12.82565130260521,0.013147259051201215,0.012702800228880751
13.026052104208418,0.01317554609320577,0.012725480914144143
13.226452905811623,0.013203741062482921,0.012748125804637953
13.42685370741483,0.01323183907249776,0.012770730682845951
13.627254509018037,0.01325983527035038,0.012793291356888625
13.827655310621243,0.013287724836775889,0.012815803660523171
14.02805611222445,0.013315502986144395,0.012838263453143501
14.228456913827655,0.013343164966461027,0.012860666619780237
14.428857715430862,0.013370706059365911,0.012883009071100711
14.629258517034069,0.01339812158013419,0.012905286743408973
14.829659318637274,0.013425406877676018,0.01292749559864578
15.030060120240481,0.013452557334536548,0.012949631624388605
15.230460921843688,0.013479568366895957,0.012971690833851628
15.430861723446894,0.013506435424569415,0.012993669265885749
15.6312625250501,0.01353315399100711,0.013015562984978577
15.831663326653308,0.013559719583294244,0.013037368081254433
16.032064128256515,0.013586127752151017,0.013059080670474345
16.23246492985972,0.013612374081932645,0.013080696894036061
16.432865731462925,0.013638454190629349,0.013102212918974043
16.633266533066134,0.013664363729866366,0.013123624937959457
16.83366733466934,0.013690098384903935,0.013144929169300185
17.034068136272545,0.013715653874637307,0.013166121856940825
17.234468937875754,0.013741025951596745,0.013187199270462682
17.43486973947896,0.013766210401947514,0.013208157705083774
17.635270541082164,0.013791203045489895,0.013228993481658836
17.835671342685373,0.013815999735659178,0.013249702946679308
18.03607214428858,0.013840596359525654,0.013270282472273348
18.236472945891784,0.013864988837794632,0.013290728456205828
18.43687374749499,0.01388917312480643,0.013311037321878327
18.637274549098198,0.013913145208536367,0.013331205518329135
18.837675350701403,0.013936901110594781,0.013351229520233265
19.03807615230461,0.013960436886227012,0.013371105827902427
19.238476953907817,0.01398374862431341,0.013390830967285057
19.438877755511022,0.01400683244736934,0.013410401489966294
19.639278557114228,0.014029684511545168,0.013429813973167995
19.839679358717436,0.014052301006626277,0.013449065019748728
20.04008016032064,0.014074678156033053,0.013468151258203769
20.240480961923847,0.014096812216820897,0.013487069342665116
20.440881763527056,0.014118699479680207,0.013505815952901469
20.64128256513026,0.014140336268936408,0.013524387794318244
20.841683366733466,0.014161718942549922,0.013542781597957573
21.042084168336675,0.014182843892116184,0.013560994120498295
